ctry,isic,year,nat_res_exp_sha_t_3,trca,avg_gdppc,pop
ita,c26,2005,.0100237,2.348845,30794.79,57.875
dnk,c35,2000,.0586817,.4640253,47018.16,5.33
ita,c36t37,2008,.0117088,1.397261,30794.79,58.653
lux,c40t41,2008,.0032888,.5107206,76812.26,.489
khm,c60t63,2008,.0360874,1.635827,496.9252,13.941
idn,c70,2008,.2889087,1.342364,1369.773,231.006
mlt,c31,2000,.0028398,.6106964,15195.1,.38
dnk,c40t41,2011,.0592833,1.820928,47018.16,5.561
hun,c70,2011,.0296816,1.162254,10400.97,9.986
swe,c25,2000,.0095104,.855805,41830.47,8.883
lux,c55,2000,.0047677,.8717554,76812.26,.437
brn,c72,2005,.8877175,.0940393,25809.8,.359
sau,c73t74,2008,.7979922,.0024347,14075.39,25.787
arg,c35,2005,.2134373,.0978986,6326.527,37.926
ita,c64,1995,.0125603,.3226862,30794.79,56.846
svk,c27,2000,.0167601,2.490403,12376.19,5.377
zaf,c28,1995,.2125946,.7467354,5542.137,40.24
lva,c35,2008,.0542946,.4362751,7167.697,2.192
phl,c45,2005,.0343684,.4937977,1250.67,85.26
mlt,c31,2008,.0180064,.8795385,15195.1,.408
svk,c17t19,1995,.0224015,1.223447,12376.19,5.368
ltu,c95,2011,.0626047,,7746.578,3.028
fin,c10t14,2000,.0085667,.0278962,37512.24,5.181
rus,c72,2000,.2713214,.0424105,5489.474,146.3
chn,c50t52,1995,.0436444,1.370851,2104.711,1211.21
nzl,c35,2008,.1260426,.5694716,26658.4,4.266
hkg,c40t41,2005,.0010841,.053266,27678.18,6.838
dnk,c21t22,1995,.0382616,.655906,47018.16,5.216
phl,c40t41,2005,.0343684,0,1250.67,85.26
col,c64,2005,.317375,.7518258,3632.116,42.889
col,c35,2008,.3883926,.2103966,3632.116,44.451
fin,c10t14,2005,.0080152,.0258828,37512.24,5.256
col,c85,1995,.4463149,1.78015,3632.116,37.49
irl,c35,2005,.0076738,.1512254,44928.17,4.134
pol,c21t22,1995,.0894984,.6898336,8544.098,38.581
gbr,c85,2005,.0518481,.5940533,37949.07,60.235
gbr,c80,1995,.0541818,2.189741,37949.07,58.025
hrv,c95,2000,.0181558,,9801.971,4.381
chl,c36t37,2005,.2357413,.1652373,7822.408,16.165
isr,c29,2005,.0312679,.5419829,21459.01,6.927
bel,c40t41,2000,.0137547,1.731519,36196.01,10.239
twn,c10t14,1995,.0040403,.0088553,17220.59,21.357
tha,c25,2008,.0457563,2.016722,2766.188,66.533
bra,c73t74,1995,.1018681,1.08176,5040.921,158.875
svn,c26,2011,.0186886,2.112731,17829.68,2.05
mex,c85,2011,.1578972,1.007248,7796.025,115.685
deu,c55,2011,.0127302,.3816806,35470.16,80.328
deu,c40t41,2011,.0127302,7.369055,35470.16,80.328
chn,c80,2005,.0173965,.2224161,2104.711,1307.56
nld,c20,2011,.0442879,.3205635,41576.05,16.693
idn,c01t05,2005,.2128718,1.291879,1369.773,221.398
khm,c36t37,2005,.0109972,.0938783,496.9252,13.356
swe,c50t52,2011,.0235314,.9549974,41830.47,9.483
jpn,c95,2000,.0013361,,35227.1,126.829
svk,c95,1995,.0224015,,12376.19,5.368
arg,c36t37,2005,.2134373,.2643782,6326.527,37.926
sau,c73t74,2000,.7592463,.0457389,14075.39,20.474
fin,c01t05,2000,.0085667,.3746779,37512.24,5.181
zaf,c80,2005,.1330132,.0676948,5542.137,47.349
col,c55,1995,.4463149,1.418454,3632.116,37.49
deu,c20,2011,.0127302,.9634178,35470.16,80.328
hun,c23,2000,.0244242,.6814119,10400.97,10.222
deu,c35,2011,.0127302,1.061016,35470.16,80.328
svn,c27,2011,.0186886,.9175144,17829.68,2.05
deu,c31,1995,.0104268,1.925228,35470.16,81.817
hrv,c65t67,2000,.0181558,.3139613,9801.971,4.381
deu,c70,2008,.0104834,1.210149,35470.16,82.002
nzl,c65t67,2008,.1260426,.5336353,26658.4,4.266
bgr,c25,2011,.0839,.8939324,3944.294,7.327
hrv,c31,2005,.0217596,.5019916,9801.971,4.312
zaf,c21t22,2005,.1330132,.8254172,5542.137,47.349
mex,c71,2005,.1313889,.939738,7796.025,107.156
phl,c35,2005,.0343684,.0392758,1250.67,85.26
jpn,c75,2005,.0012085,.0002696,35227.1,127.775
sau,c90t93,2011,.7696889,.2084772,14075.39,28.376
hkg,c65t67,2011,.0010248,5.200829,27678.18,7.112
nld,c303233,1995,.0751671,.4431184,41576.05,15.459
arg,c25,2000,.1910247,.4744374,6326.527,35.923
idn,c60t63,2011,.3391528,.4505286,1369.773,241.03
aut,c31,2011,.018631,1.749357,38213.98,8.421
usa,c20,2000,.0250556,.5624873,42398,282.296
can,c85,1995,.1035155,1.325939,34929.9,29.263
ita,c75,2011,.0117128,.0822458,30794.79,59.365
phl,c73t74,1995,.0229963,2.522154,1250.67,68.41
rou,c29,2000,.0285166,.5737277,4940.996,22.334
ita,c29,2000,.0108324,2.269881,30794.79,56.924
aus,c10t14,1995,.2007802,3.518379,33756.87,18.12
deu,c65t67,2008,.0104834,.7023269,35470.16,82.002
col,c27,2008,.3883926,1.187102,3632.116,44.451
irl,c15t16,1995,.0187033,3.781034,44928.17,3.601
chn,c40t41,2011,.0096865,.06219,2104.711,1347.35
khm,c28,2008,.0360874,.1133719,496.9252,13.941
bgr,c15t16,2011,.0839,1.490002,3944.294,7.327
kor,c50t52,2005,.0016689,.849566,19016.53,48.138
fin,c73t74,2000,.0085667,.9577241,37512.24,5.181
bel,c24,1995,.0175098,1.632851,36196.01,10.131
deu,c50t52,2005,.008285,.8329444,35470.16,82.438
col,c29,2011,.5170423,.1141599,3632.116,46.045
tur,c31,1995,.0542871,.5341403,7122.406,57.453
chn,c70,2011,.0096865,.3905697,2104.711,1347.35
est,c25,2008,.0252421,1.057818,9422.442,1.338
twn,c15t16,2011,.0046878,.1662259,17220.59,23.225
ltu,c23,2000,.0534933,2.834427,7746.578,3.405
deu,c60t63,2005,.008285,.7144675,35470.16,82.438
isr,c40t41,2011,.0351512,.5332155,21459.01,7.763
isr,c64,2000,.025939,.577395,21459.01,6.286
phl,c80,2008,.0240966,.3302872,1250.67,90.5
rou,c50t52,2008,.029873,.7583848,4940.996,21.517
deu,c40t41,2005,.008285,3.271309,35470.16,82.438
aut,c40t41,1995,.0102759,1.966936,38213.98,7.948
can,c17t19,2000,.1110334,.408304,34929.9,30.647
mex,c90t93,2011,.1578972,.0857948,7796.025,115.685
est,c01t05,1995,.0527978,1.688418,9422.442,1.479
deu,c70,2005,.008285,.6410202,35470.16,82.438
deu,c80,2005,.008285,.2638459,35470.16,82.438
jpn,c35,2000,.0013361,1.351198,35227.1,126.829
hrv,c73t74,2008,.0202624,1.283257,9801.971,4.31
svk,c20,2005,.0200783,2.287238,12376.19,5.379
grc,c80,2005,.0416306,.4966087,20901.11,11.074
fin,c23,2008,.0091011,1.234329,37512.24,5.326
deu,c20,2000,.0100231,.6612397,35470.16,82.26
tun,c75,2008,.1231034,0,3325.969,10.329
deu,c73t74,2000,.0100231,.9109324,35470.16,82.26
nld,c17t19,2000,.0647119,.3143439,41576.05,15.926
grc,c64,1995,.0741848,.7585103,20901.11,10.672
col,c29,2005,.317375,.2144966,3632.116,42.889
deu,c28,2000,.0100231,1.537843,35470.16,82.26
aus,c31,1995,.2007802,.4894054,33756.87,18.12
deu,c60t63,2000,.0100231,.6736272,35470.16,82.26
irl,c90t93,2005,.0076738,.4959821,44928.17,4.134
deu,c34,2000,.0100231,2.217739,35470.16,82.26
dnk,c45,2000,.0586817,.5692052,47018.16,5.33
idn,c75,1995,.2187577,.0001328,1369.773,194.755
aus,c85,2005,.3310407,.3244501,33756.87,20.312
khm,c15t16,2008,.0360874,.1288791,496.9252,13.941
ind,c71,2008,.047396,.1691069,805.5861,1162
deu,c85,2000,.0100231,1.053257,35470.16,82.26
aus,c71,2011,.4674253,.501119,33756.87,22.52
rou,c27,2011,.0429234,1.49656,4940.996,21.384
svk,c23,2000,.0167601,2.420118,12376.19,5.377
mys,c72,2011,.1122961,.7968348,5704.014,29.062
aut,c55,2000,.0094812,2.649677,38213.98,8.012
deu,c27,2000,.0100231,1.247536,35470.16,82.26
mex,c90t93,1995,.1130966,.2535798,7796.025,94.495
phl,c75,1995,.0229963,0,1250.67,68.41
mex,c65t67,2008,.156625,.1853663,7796.025,111.304
svn,c60t63,2005,.010267,1.048752,17829.68,1.998
deu,c50t52,1995,.0104268,.8761103,35470.16,81.817
vnm,c34,2011,.1603652,.1314506,737.6383,87.84
tur,c90t93,2005,.0287136,1.91882,7122.406,68.435
deu,c28,1995,.0104268,1.52659,35470.16,81.817
fin,c50t52,2000,.0085667,.6236183,37512.24,5.181
bra,c80,2008,.1896583,.2255517,5040.921,191.532
ita,c21t22,2005,.0100237,.694155,30794.79,57.875
deu,c64,1995,.0104268,.8952392,35470.16,81.817
mlt,c28,2005,.0129305,.3108464,15195.1,.403
fra,c303233,2005,.0252702,.6091518,34197.66,60.963
mex,c72,2011,.1578972,.0118436,7796.025,115.685
fin,c64,2000,.0085667,.6646804,37512.24,5.181
ltu,c50t52,2000,.0534933,.7741754,7746.578,3.405
fra,c31,2000,.0258191,1.214489,34197.66,58.858
jpn,c303233,2000,.0013361,1.94849,35227.1,126.829
deu,c10t14,1995,.0104268,.0823594,35470.16,81.817
fin,c28,2000,.0085667,.8396705,37512.24,5.181
swe,c10t14,2011,.0235314,.1444686,41830.47,9.483
twn,c31,2005,.0033927,.8583062,17220.59,22.77
cri,c28,2005,.1104374,.1506474,4922.468,4.215
irl,c65t67,2000,.0101793,2.291771,44928.17,3.79
cyp,c73t74,2011,.008988,2.734983,23856.62,.862
tha,c72,2011,.0556198,.0412124,2766.188,67.638
mlt,c26,2000,.0028398,.1810484,15195.1,.38
ltu,c85,2000,.0534933,2.02903,7746.578,3.405
mys,c01t05,2000,.073461,1.048908,5704.014,23.495
sau,c29,2011,.7696889,.0642685,14075.39,28.376
esp,c15t16,1995,.0432121,1.128258,25309.04,39.388
cze,c55,2011,.0240207,.8257665,13323.08,10.487
bel,c20,2000,.0137547,.7565913,36196.01,10.239
isl,c27,2011,.0147566,5.422788,53989.79,.318
aus,c64,2011,.4674253,.320715,33756.87,22.52
col,c64,2008,.3883926,.4946434,3632.116,44.451
esp,c01t05,2008,.0331284,1.653792,25309.04,45.983
chl,c75,2000,.1703631,1.228967,7822.408,15.398
irl,c64,2000,.0101793,2.018773,44928.17,3.79
hun,c27,2005,.0224171,.6359881,10400.97,10.098
cze,c303233,2011,.0240207,1.575997,13323.08,10.487
phl,c27,2000,.0226825,.47566,1250.67,76.79
swe,c55,2000,.0095104,.5124605,41830.47,8.883
chn,c25,2005,.0173965,1.177912,2104.711,1307.56
bra,c45,2005,.132195,.5678678,5040.921,185.151
rou,c31,2008,.029873,2.278784,4940.996,21.517
cze,c35,2011,.0240207,.3850212,13323.08,10.487
tur,c72,2000,.0330147,.0669382,7122.406,64.269
lux,c90t93,2005,.0042436,2.743927,76812.26,.466
swe,c01t05,2000,.0095104,.2836872,41830.47,8.883
zaf,c70,2005,.1330132,1.458553,5542.137,47.349
tur,c10t14,2005,.0287136,.0865224,7122.406,68.435
twn,c73t74,2011,.0046878,.3513944,17220.59,23.225
ind,c95,2008,.047396,,805.5861,1162
sau,c25,2008,.7979922,.0452179,14075.39,25.787
hrv,c01t05,2008,.0202624,.4758586,9801.971,4.31
cri,c25,2005,.1104374,.6592242,4922.468,4.215
nor,c64,1995,.3090688,.6929687,64093.89,4.37
ind,c65t67,2005,.0520263,.2833312,805.5861,1114
nzl,c75,2005,.0966734,2.505608,26658.4,4.142
phl,c21t22,2008,.0240966,.2202525,1250.67,90.5
che,c27,2000,.0059376,.653375,55462.7,7.164
chn,c35,2000,.0295296,.6147051,2104.711,1267.43
isl,c95,2005,.0291826,,53989.79,.294
cze,c15t16,2008,.0228934,.8366261,13323.08,10.343
kor,c28,2008,.0012555,.9115731,19016.53,48.949
cri,c90t93,2011,.1140038,1.59858,4922.468,4.592
esp,c73t74,2011,.0360307,1.614533,25309.04,46.736
zaf,c64,2011,.3016566,1.657002,5542.137,51.553
bra,c85,1995,.1018681,.6687644,5040.921,158.875
aus,c80,2008,.4058493,1.619239,33756.87,21.476
aus,c71,2008,.4058493,.7527814,33756.87,21.476
che,c90t93,1995,.0101697,.8977284,55462.7,7.019
bel,c36t37,2000,.0137547,1.153711,36196.01,10.239
grc,c90t93,2000,.0498241,2.756068,20901.11,10.904
lux,c72,2008,.0032888,2.546396,76812.26,.489
sau,c23,2005,.7624034,2.358905,14075.39,23.33
cze,c35,2005,.0227342,.4101056,13323.08,10.199
ita,c60t63,1995,.0125603,.9483298,30794.79,56.846
hkg,c64,1995,.0049018,2.228296,27678.18,6.27
nld,c34,1995,.0751671,.3349029,41576.05,15.459
usa,c23,2005,.029897,.745958,42398,296.115
khm,c64,2000,.0291745,2.68185,496.9252,12.223
deu,c65t67,2011,.0127302,.7385076,35470.16,80.328
chl,c24,1995,.1804728,.4494578,7822.408,14.395
jpn,c15t16,2011,.001391,.0900097,35227.1,127.896
twn,c71,2008,.0043925,.2657289,17220.59,23.037
sau,c64,2000,.7592463,3.780342,14075.39,20.474
cze,c24,2005,.0227342,.6356518,13323.08,10.199
swe,c17t19,1995,.0115984,.2212862,41830.47,8.837
sau,c35,1995,.7014383,.025366,14075.39,18.136
pol,c50t52,2005,.0395417,1.13066,8544.098,38.174
chl,c65t67,2011,.2075923,.1526327,7822.408,17.256
dnk,c50t52,2000,.0586817,.9315634,47018.16,5.33
cze,c17t19,2005,.0227342,.8968027,13323.08,10.199
kor,c24,2008,.0012555,1.116069,19016.53,48.949
cze,c71,2005,.0227342,.1981377,13323.08,10.199
cze,c80,2005,.0227342,.5850791,13323.08,10.199
ita,c36t37,2000,.0108324,2.003289,30794.79,56.924
swe,c27,2011,.0235314,1.240094,41830.47,9.483
ltu,c29,1995,.0900988,.5945411,7746.578,
dnk,c35,2005,.0614283,.4989334,47018.16,5.411
khm,c31,1995,.3829976,.0036559,496.9252,10.791
swe,c10t14,2000,.0095104,.0660551,41830.47,8.883
cri,c25,2008,.1134275,.6076309,4922.468,4.404
hun,c34,1995,.0572303,.5523062,10400.97,10.337
hkg,c90t93,2005,.0010841,1.830345,27678.18,6.838
phl,c85,2011,.0461994,.3717797,1250.67,94.2
kor,c64,2011,.0011888,.2585105,19016.53,49.779
fin,c72,1995,.0122247,.843514,37512.24,5.117
arg,c23,2005,.2134373,2.193017,6326.527,37.926
cze,c34,2005,.0227342,2.069262,13323.08,10.199
est,c26,2011,.027875,1.453399,9422.442,1.33
phl,c23,2011,.0461994,.3075968,1250.67,94.2
cze,c36t37,2000,.0250218,1.756448,13323.08,10.278
brn,c60t63,1995,.7481938,1.021343,25809.8,.287
hrv,c17t19,2011,.0226176,.8340598,9801.971,4.281
rus,c15t16,2005,.3045996,.2521762,5489.474,143.2
ltu,c73t74,2011,.0626047,.3237734,7746.578,3.028
prt,c17t19,2008,.0289142,3.074692,18446.16,10.558
cze,c45,2000,.0250218,2.284072,13323.08,10.278
isl,c64,2000,.0269054,.9762466,53989.79,.279
rou,c26,2008,.029873,.7339081,4940.996,21.517
rou,c20,2000,.0285166,4.836116,4940.996,22.334
tur,c75,2000,.0330147,1.031909,7122.406,64.269
bgr,c20,2005,.0510231,1.175249,3944.294,7.719
fra,c40t41,2005,.0252702,1.995629,34197.66,60.963
cze,c80,2000,.0250218,1.34687,13323.08,10.278
khm,c10t14,2000,.0291745,.0010554,496.9252,12.223
isl,c40t41,2008,.0276066,.8243571,53989.79,.315
nzl,c64,2008,.1260426,1.980251,26658.4,4.266
bra,c40t41,1995,.1018681,.0000122,5040.921,158.875
ltu,c60t63,2008,.0616285,2.250689,7746.578,3.198
pol,c27,2005,.0395417,.8729089,8544.098,38.174
col,c01t05,2000,.3559336,3.693015,3632.116,40.296
idn,c60t63,2008,.2889087,.4281279,1369.773,231.006
nzl,c72,1995,.081232,.3317541,26658.4,3.683
col,c36t37,2000,.3559336,.5113077,3632.116,40.296
bel,c01t05,2005,.0124752,.6510609,36196.01,10.446
svk,c17t19,2000,.0167601,1.154665,12376.19,5.377
svk,c17t19,2011,.0296821,.7099419,12376.19,5.392
bel,c36t37,1995,.0175098,1.458407,36196.01,10.131
gbr,c40t41,2011,.0580698,.5107801,37949.07,63.285
khm,c50t52,2011,.0545781,1.879531,496.9252,14.605
bgr,c85,2008,.0834824,.8346704,3944.294,7.607
bel,c90t93,2000,.0137547,.6855683,36196.01,10.239
idn,c45,2000,.2241637,.0891022,1369.773,206.265
lux,c70,2005,.0042436,1.066325,76812.26,.466
col,c31,2005,.317375,.287464,3632.116,42.889
aus,c85,2000,.2314244,.338213,33756.87,19.141
hun,c50t52,2000,.0244242,.5260968,10400.97,10.222
mlt,c21t22,2000,.0028398,.5659895,15195.1,.38
isl,c50t52,2008,.0276066,.7676632,53989.79,.315
hun,c303233,2008,.0306346,2.214267,10400.97,10.045
pol,c64,2008,.031418,.4360279,8544.098,38.116
che,c36t37,2011,.0008957,1.006495,55462.7,7.87
fra,c27,2008,.0298716,.8201449,34197.66,62.135
ltu,c25,2005,.0334876,1.320751,7746.578,3.323
ita,c31,1995,.0125603,.9556593,30794.79,56.846
cze,c50t52,1995,.0488948,.6632165,13323.08,10.333
cyp,c23,2008,.0075681,.0200836,23856.62,.797
sau,c50t52,2005,.7624034,.2602936,14075.39,23.33
zaf,c55,2011,.3016566,1.357775,5542.137,51.553
cze,c17t19,1995,.0488948,1.611677,13323.08,10.333
cyp,c10t14,2008,.0075681,.0067065,23856.62,.797
brn,c17t19,2011,.8984634,.2024083,25809.8,.393
esp,c15t16,2000,.037431,1.433986,25309.04,40.264
cyp,c24,2011,.008988,.3491908,23856.62,.862
ltu,c64,2005,.0334876,1.595972,7746.578,3.323
ltu,c71,2011,.0626047,.2914711,7746.578,3.028
nzl,c25,2005,.0966734,.7090757,26658.4,4.142
phl,c95,2000,.0226825,,1250.67,76.79
hrv,c95,1995,.0232333,,9801.971,4.453
idn,c20,2011,.3391528,2.884135,1369.773,241.03
ltu,c29,2008,.0616285,.523537,7746.578,3.198
ind,c26,1995,.0673396,.8735203,805.5861,937
isl,c65t67,2011,.0147566,.2213194,53989.79,.318
cyp,c29,2011,.008988,.0935503,23856.62,.862
bgr,c29,2008,.0834824,.6669945,3944.294,7.607
isr,c21t22,2005,.0312679,.1824353,21459.01,6.927
isl,c73t74,2005,.0291826,.879822,53989.79,.294
nld,c90t93,2005,.0686299,2.707588,41576.05,16.32
deu,c303233,1995,.0104268,.65601,35470.16,81.817
svn,c20,2000,.0089087,3.575412,17829.68,1.988
cri,c20,1995,.2085302,.8143465,4922.468,
tha,c36t37,2008,.0457563,1.395097,2766.188,66.533
grc,c26,2011,.0426086,.8223682,20901.11,11.123
rus,c71,2008,.2860433,.8460993,5489.474,142.7
phl,c70,2005,.0343684,.9487569,1250.67,85.26
chl,c72,2000,.1703631,.5261305,7822.408,15.398
vnm,c303233,2011,.1603652,1.095052,737.6383,87.84
vnm,c31,2011,.1603652,1.596925,737.6383,87.84
chl,c60t63,2008,.1951965,1.033273,7822.408,16.687
cyp,c60t63,2008,.0075681,2.442483,23856.62,.797
nzl,c35,2000,.0812255,.4607692,26658.4,3.863
nzl,c36t37,2000,.0812255,.3867419,26658.4,3.863
prt,c303233,1995,.0145028,.5926512,18446.16,10.038
rou,c24,1995,.0307614,1.27671,4940.996,22.904
cyp,c27,2008,.0075681,.0393634,23856.62,.797
cyp,c75,2008,.0075681,0,23856.62,.797
dnk,c303233,2011,.0592833,.2673432,47018.16,5.561
grc,c80,2008,.0393952,.5676035,20901.11,11.182
cyp,c34,2008,.0075681,.0424669,23856.62,.797
mex,c80,2005,.1313889,.134747,7796.025,107.156
khm,c31,2011,.0545781,.0169551,496.9252,14.605
ind,c15t16,2011,.0362919,1.058041,805.5861,1210.98
bel,c29,2008,.013504,.4320152,36196.01,10.667
mys,c45,2000,.073461,1.231064,5704.014,23.495
sau,c27,2008,.7979922,.0597286,14075.39,25.787
twn,c21t22,2011,.0046878,.3152674,17220.59,23.225
isl,c95,2011,.0147566,,53989.79,.318
nld,c85,2000,.0647119,1.596307,41576.05,15.926
cyp,c65t67,2008,.0075681,5.686019,23856.62,.797
cyp,c85,2008,.0075681,.8151439,23856.62,.797
ltu,c60t63,2011,.0626047,2.12262,7746.578,3.028
ltu,c31,2000,.0534933,.7156079,7746.578,3.405
chn,c34,2000,.0295296,.19837,2104.711,1267.43
mys,c303233,1995,.0896341,2.527967,5704.014,20.682
deu,c28,2005,.008285,1.608236,35470.16,82.438
chl,c80,2011,.2075923,.1842765,7822.408,17.256
aus,c50t52,2008,.4058493,1.189421,33756.87,21.476
ind,c27,2008,.047396,.8947545,805.5861,1162
chl,c72,2005,.2357413,.2677881,7822.408,16.165
bra,c01t05,2011,.2758285,3.685564,5040.921,197.397
cyp,c34,2005,.0069772,.0271083,23856.62,.744
chl,c25,2000,.1703631,.3887915,7822.408,15.398
bel,c55,2005,.0124752,.6982369,36196.01,10.446
jpn,c35,1995,.0009482,1.395341,35227.1,125.456
cze,c75,1995,.0488948,.1522643,13323.08,10.333
mlt,c36t37,2008,.0180064,1.000902,15195.1,.408
isl,c75,2008,.0276066,.0001545,53989.79,.315
cri,c10t14,2005,.1104374,.0115205,4922.468,4.215
kor,c26,2005,.0016689,.430727,19016.53,48.138
zaf,c64,2005,.1330132,1.49136,5542.137,47.349
tur,c64,2005,.0287136,.206505,7122.406,68.435
chn,c85,2011,.0096865,.6689712,2104.711,1347.35
cyp,c85,2005,.0069772,.7826295,23856.62,.744
cyp,c23,2005,.0069772,.1808983,23856.62,.744
nzl,c10t14,1995,.081232,.3606676,26658.4,3.683
isl,c40t41,1995,.0398204,2.110394,53989.79,.267
cyp,c80,2005,.0069772,6.410199,23856.62,.744
fra,c28,2011,.0286624,.9503295,34197.66,63.07
irl,c26,2011,.0083073,.2227461,44928.17,4.575
est,c45,1995,.0527978,3.997379,9422.442,1.479
pol,c303233,2011,.0367748,.5466949,8544.098,38.063
isr,c20,1995,.0445307,.0758773,21459.01,5.542
twn,c50t52,2005,.0033927,1.153147,17220.59,22.77
ltu,c72,2005,.0334876,.4454534,7746.578,3.323
cyp,c26,2000,.0047378,.1641076,23856.62,.698
cyp,c70,2000,.0047378,6.586514,23856.62,.698
cyp,c01t05,2000,.0047378,.2408123,23856.62,.698
sgp,c95,1995,.0024002,,29983.94,3.525
cyp,c85,2000,.0047378,.3709423,23856.62,.698
cze,c26,1995,.0488948,3.457155,13323.08,10.333
bel,c27,2000,.0137547,1.491997,36196.01,10.239
bgr,c65t67,1995,.0715823,.5341738,3944.294,8.297
nld,c36t37,2005,.0686299,.5519106,41576.05,16.32
dnk,c17t19,2005,.0614283,.326216,47018.16,5.411
mys,c28,2011,.1122961,.5891256,5704.014,29.062
nzl,c01t05,2000,.0812255,3.543756,26658.4,3.863
est,c31,2008,.0252421,1.727584,9422.442,1.338
fra,c25,1995,.0334904,1.089143,34197.66,57.753
cyp,c71,2000,.0047378,2.529779,23856.62,.698
aus,c303233,2000,.2314244,.2299285,33756.87,19.141
phl,c65t67,1995,.0229963,.3772985,1250.67,68.41
cyp,c72,2008,.0075681,2.959939,23856.62,.797
gbr,c21t22,2011,.0580698,1.107282,37949.07,63.285
hrv,c40t41,1995,.0232333,1.61969,9801.971,4.453
sau,c303233,2005,.7624034,.0164226,14075.39,23.33
rou,c73t74,2000,.0285166,.0931328,4940.996,22.334
cze,c34,2008,.0228934,2.600871,13323.08,10.343
sgp,c27,2005,.0012533,.0551021,29983.94,4.266
hrv,c24,2000,.0181558,.6610782,9801.971,4.381
nor,c60t63,2000,.4247995,1.914247,64093.89,4.501
mlt,c303233,1995,.0034283,3.694017,15195.1,.365
usa,c31,2008,.042951,.6302775,42398,304.718
bgr,c90t93,2000,.0721009,2.018459,3944.294,8.15
dnk,c23,2005,.0614283,.410658,47018.16,5.411
cyp,c20,1995,.0195795,.0864909,23856.62,.652
hun,c73t74,2008,.0306346,.8888003,10400.97,10.045
cyp,c28,1995,.0195795,.0615292,23856.62,.652
est,c20,2005,.0230771,10.17372,9422.442,1.359
cyp,c50t52,1995,.0195795,.5231076,23856.62,.652
che,c90t93,2000,.0059376,.9140109,55462.7,7.164
pol,c21t22,2000,.0351616,.9709853,8544.098,38.263
tha,c303233,2011,.0556198,1.288318,2766.188,67.638
deu,c26,2000,.0100231,1.20384,35470.16,82.26
cyp,c15t16,1995,.0195795,1.586027,23856.62,.652
swe,c72,2008,.0156882,3.213685,41830.47,9.256
mlt,c50t52,2005,.0129305,.4583563,15195.1,.403
cyp,c64,1995,.0195795,3.025197,23856.62,.652
aut,c20,2008,.0160599,4.059837,38213.98,8.337
tun,c20,2008,.1231034,.2266328,3325.969,10.329
prt,c17t19,2000,.0149709,4.218092,18446.16,10.29
bel,c85,2011,.0167059,.4524847,36196.01,11.001
nor,c36t37,2008,.458582,.332202,64093.89,4.787
bgr,c64,2011,.0839,.7333393,3944.294,7.327
chl,c01t05,2011,.2075923,2.229213,7822.408,17.256
nor,c35,1995,.3090688,1.347546,64093.89,4.37
cyp,c23,1995,.0195795,.6736276,23856.62,.652
est,c95,2000,.0385274,,9422.442,1.401
cze,c29,2008,.0228934,1.442924,13323.08,10.343
vnm,c80,2000,.2608514,1.133638,737.6383,77.635
brn,c95,2008,.9058321,,25809.8,.375
irl,c75,2005,.0076738,0,44928.17,4.134
arg,c25,1995,.174906,.392906,6326.527,34.285
aus,c29,2011,.4674253,.2731817,33756.87,22.52
sgp,c29,1995,.0024002,.4594771,29983.94,3.525
brn,c72,2011,.8984634,.082453,25809.8,.393
chn,c36t37,2011,.0096865,2.214215,2104.711,1347.35
nzl,c34,2000,.0812255,.0924242,26658.4,3.863
cri,c17t19,2011,.1140038,.2771833,4922.468,4.592
phl,c17t19,1995,.0229963,1.51736,1250.67,68.41
cri,c28,2011,.1140038,.1494609,4922.468,4.592
cri,c45,2011,.1140038,6.046286,4922.468,4.592
nzl,c23,2011,.142047,.475587,26658.4,4.389
isl,c26,1995,.0398204,.0609248,53989.79,.267
jpn,c71,1995,.0009482,.4694064,35227.1,125.456
tha,c26,2011,.0556198,1.038239,2766.188,67.638
vnm,c27,2000,.2608514,.1177384,737.6383,77.635
cri,c65t67,2011,.1140038,.0644459,4922.468,4.592
arg,c15t16,2011,.202846,6.281456,6326.527,40.57
jpn,c71,2005,.0012085,.3037263,35227.1,127.775
cri,c26,2011,.1140038,.8681492,4922.468,4.592
est,c65t67,2008,.0252421,.6379342,9422.442,1.338
brn,c64,2011,.8984634,.1686607,25809.8,.393
cri,c36t37,2008,.1134275,.393851,4922.468,4.404
khm,c25,2000,.0291745,.0089928,496.9252,12.223
cri,c90t93,2008,.1134275,1.840378,4922.468,4.404
nor,c26,1995,.3090688,.3017042,64093.89,4.37
est,c60t63,2008,.0252421,2.52917,9422.442,1.338
cri,c80,2008,.1134275,.3018573,4922.468,4.404
usa,c303233,2011,.0480193,.7471824,42398,312.075
lva,c34,2005,.0455777,.0797687,7167.697,2.25
cze,c35,2008,.0228934,.5211787,13323.08,10.343
tur,c72,1995,.0542871,.1549246,7122.406,57.453
ltu,c01t05,2005,.0334876,1.707592,7746.578,3.323
svn,c55,2011,.0186886,1.585057,17829.68,2.05
pol,c26,2005,.0395417,1.990044,8544.098,38.174
prt,c72,2011,.0280526,.4131609,18446.16,10.558
hrv,c80,2000,.0181558,1.184531,9801.971,4.381
irl,c36t37,2008,.0066328,.4362445,44928.17,4.485
bgr,c01t05,1995,.0715823,2.310254,3944.294,8.297
lva,c72,2008,.0542946,.9223754,7167.697,2.192
isr,c23,1995,.0445307,.0931364,21459.01,5.542
