ctry,isic,year,nat_res_exp_sha_t_3,trca,avg_gdppc,pop
ind,c50t52,2008,.047396,.8862946,805.5861,1162
bel,c21t22,2000,.0137547,.9718387,36196.01,10.239
nor,c303233,1995,.3090688,.1811506,64093.89,4.37
swe,c80,2008,.0156882,.8834687,41830.47,9.256
usa,c70,1995,.0436023,1.736833,42398,266.458
nor,c73t74,1995,.3090688,.7734617,64093.89,4.37
hrv,c15t16,2008,.0202624,.6245871,9801.971,4.31
svk,c34,1995,.0224015,.6842226,12376.19,5.368
lux,c60t63,2000,.0047677,.8472581,76812.26,.437
can,c55,2011,.2270879,.8700649,34929.9,34.303
deu,c21t22,2005,.008285,1.640558,35470.16,82.438
nor,c50t52,1995,.3090688,.7190075,64093.89,4.37
pol,c35,2005,.0395417,1.244392,8544.098,38.174
est,c80,2008,.0252421,.873242,9422.442,1.338
nld,c303233,2011,.0442879,.2402939,41576.05,16.693
bel,c17t19,2011,.0167059,.4709536,36196.01,11.001
nld,c75,2011,.0442879,5.032084,41576.05,16.693
kor,c70,1995,.0082393,.3407674,19016.53,45.093
idn,c25,2000,.2241637,1.677816,1369.773,206.265
ltu,c55,2011,.0626047,.7594339,7746.578,3.028
sgp,c65t67,1995,.0024002,2.41985,29983.94,3.525
nzl,c15t16,2011,.142047,6.904639,26658.4,4.389
fin,c26,2000,.0085667,.8451734,37512.24,5.181
sgp,c71,2000,.0019821,1.046799,29983.94,4.028
nld,c10t14,2011,.0442879,.0597727,41576.05,16.693
usa,c71,2000,.0250556,2.635849,42398,282.296
nld,c27,2011,.0442879,.2701879,41576.05,16.693
aus,c15t16,2005,.3310407,2.472676,33756.87,20.312
rus,c95,1995,.1619174,,5489.474,148.3
swe,c28,1995,.0115984,1.196071,41830.47,8.837
arg,c23,2008,.1972967,1.330392,6326.527,39.226
pol,c45,2008,.031418,4.740887,8544.098,38.116
usa,c303233,1995,.0436023,1.431226,42398,266.458
hrv,c65t67,2011,.0226176,.2337156,9801.971,4.281
nld,c65t67,2011,.0442879,2.912163,41576.05,16.693
hkg,c303233,1995,.0049018,.387255,27678.18,6.27
hrv,c72,2008,.0202624,.0657371,9801.971,4.31
fra,c28,2005,.0252702,.8327557,34197.66,60.963
aus,c303233,2008,.4058493,.1314131,33756.87,21.476
nld,c34,2011,.0442879,.2700068,41576.05,16.693
sau,c72,2011,.7696889,.0025639,14075.39,28.376
twn,c17t19,2008,.0043925,.8737817,17220.59,23.037
nld,c29,2011,.0442879,.6382534,41576.05,16.693
nld,c21t22,2008,.0808355,.8243489,41576.05,16.446
rou,c72,1995,.0307614,.7086393,4940.996,22.904
irl,c01t05,2008,.0066328,.2852711,44928.17,4.485
arg,c24,2000,.1910247,.8366958,6326.527,35.923
usa,c40t41,2008,.042951,.2824244,42398,304.718
bgr,c55,2005,.0510231,3.564404,3944.294,7.719
lva,c75,2000,.0447945,.1187643,7167.697,2.382
gbr,c25,2000,.0609867,.7646815,37949.07,58.886
hrv,c36t37,2005,.0217596,1.141325,9801.971,4.312
esp,c70,2008,.0331284,1.735204,25309.04,45.983
swe,c70,2000,.0095104,.3451699,41830.47,8.883
aut,c73t74,2011,.018631,1.288961,38213.98,8.421
nld,c27,2008,.0808355,.3046594,41576.05,16.446
sgp,c72,2008,.0008288,3.361322,29983.94,4.839
nld,c34,2000,.0647119,.3659224,41576.05,15.926
nld,c75,2008,.0808355,4.953431,41576.05,16.446
lux,c64,2011,.0038445,5.944449,76812.26,.519
nor,c64,2000,.4247995,.6438504,64093.89,4.501
nld,c10t14,2008,.0808355,.4476956,41576.05,16.446
nld,c90t93,2008,.0808355,2.478315,41576.05,16.446
nld,c36t37,2008,.0808355,.7509636,41576.05,16.446
nzl,c72,2008,.1260426,1.013469,26658.4,4.266
aut,c26,2000,.0094812,1.769454,38213.98,8.012
jpn,c65t67,2011,.001391,.3778545,35227.1,127.896
chl,c01t05,1995,.1804728,2.64301,7822.408,14.395
nld,c20,2008,.0808355,.4019658,41576.05,16.446
gbr,c71,2011,.0580698,.3294155,37949.07,63.285
rus,c01t05,2005,.3045996,.1206928,5489.474,143.2
sgp,c35,1995,.0024002,.5361419,29983.94,3.525
tha,c27,2005,.0224211,.5749049,2766.188,65.152
nld,c303233,2005,.0686299,.2817925,41576.05,16.32
mys,c85,1995,.0896341,.1992199,5704.014,20.682
hkg,c90t93,2008,.0008738,1.829352,27678.18,6.964
nld,c95,2000,.0647119,,41576.05,15.926
cri,c50t52,2008,.1134275,.5189034,4922.468,4.404
khm,c35,2008,.0360874,.4529911,496.9252,13.941
khm,c72,1995,.3829976,.0829115,496.9252,10.791
vnm,c21t22,2008,.2263048,.3163812,737.6383,85.119
chn,c01t05,2008,.011751,.2758065,2104.711,1328.02
nld,c85,2005,.0686299,2.115955,41576.05,16.32
nld,c27,2005,.0686299,.380802,41576.05,16.32
idn,c95,2000,.2241637,,1369.773,206.265
deu,c72,2005,.008285,1.365767,35470.16,82.438
chl,c71,2011,.2075923,.2668298,7822.408,17.256
est,c23,1995,.0527978,.0497989,9422.442,1.479
brn,c64,2000,.854109,.2409109,25809.8,.325
nor,c70,2000,.4247995,.5351972,64093.89,4.501
nld,c36t37,1995,.0751671,.6840364,41576.05,15.459
bgr,c01t05,2008,.0834824,3.151206,3944.294,7.607
mex,c17t19,2008,.156625,.6577953,7796.025,111.304
nld,c28,2005,.0686299,.8304054,41576.05,16.32
nld,c72,2005,.0686299,2.220363,41576.05,16.32
fin,c303233,2011,.0207711,.7184613,37512.24,5.401
hrv,c31,2008,.0202624,.6338966,9801.971,4.31
nor,c45,2011,.4548463,.2942479,64093.89,4.973
jpn,c90t93,1995,.0009482,.0513158,35227.1,125.456
chl,c20,2000,.1703631,4.520854,7822.408,15.398
ind,c85,2011,.0362919,.5713207,805.5861,1210.98
mex,c73t74,2000,.0932337,.1043587,7796.025,100.9
isl,c10t14,2005,.0291826,.0110361,53989.79,.294
fin,c24,1995,.0122247,.5676112,37512.24,5.117
nld,c71,2005,.0686299,.9324127,41576.05,16.32
svn,c71,2005,.010267,.0468901,17829.68,1.998
cyp,c73t74,2005,.0069772,2.627099,23856.62,.744
ita,c85,1995,.0125603,.2159293,30794.79,56.846
bgr,c23,1995,.0715823,3.784387,3944.294,8.297
nld,c45,2000,.0647119,1.854885,41576.05,15.926
nld,c55,2000,.0647119,.5160173,41576.05,15.926
nld,c29,2008,.0808355,.6184327,41576.05,16.446
svk,c23,2005,.0200783,1.746241,12376.19,5.379
khm,c35,2011,.0545781,.3269972,496.9252,14.605
fra,c15t16,2011,.0286624,1.397997,34197.66,63.07
ltu,c45,2008,.0616285,2.075651,7746.578,3.198
sau,c75,1995,.7014383,0,14075.39,18.136
vnm,c50t52,2008,.2263048,1.162544,737.6383,85.119
tha,c36t37,2000,.0149249,1.523535,2766.188,61.879
tha,c35,1995,.0199856,.3482518,2766.188,59.46
mlt,c29,2000,.0028398,.1441543,15195.1,.38
nld,c35,2000,.0647119,.4791074,41576.05,15.926
tha,c64,1995,.0199856,1.009753,2766.188,59.46
rou,c23,2005,.0200471,1.989594,4940.996,21.609
cze,c65t67,2000,.0250218,.4101328,13323.08,10.278
hun,c90t93,2005,.0224171,.7982692,10400.97,10.098
mex,c27,2005,.1313889,.6340116,7796.025,107.156
gbr,c70,2005,.0518481,.7607718,37949.07,60.235
grc,c27,2000,.0498241,.960678,20901.11,10.904
twn,c72,2005,.0033927,.101745,17220.59,22.77
pol,c36t37,2000,.0351616,2.208272,8544.098,38.263
dnk,c10t14,2005,.0614283,.5508792,47018.16,5.411
irl,c64,1995,.0187033,.622199,44928.17,3.601
nld,c73t74,1995,.0751671,1.945061,41576.05,15.459
chn,c28,1995,.0436444,1.218048,2104.711,1211.21
cri,c36t37,1995,.2085302,1.049954,4922.468,
hkg,c25,2011,.0010248,.0900275,27678.18,7.112
can,c71,2008,.2317932,.2587645,34929.9,33.199
bel,c50t52,1995,.0175098,1.097905,36196.01,10.131
phl,c303233,2005,.0343684,4.587843,1250.67,85.26
aus,c70,2011,.4674253,1.518446,33756.87,22.52
zaf,c27,2005,.1330132,4.777122,5542.137,47.349
nld,c72,1995,.0751671,1.637356,41576.05,15.459
fra,c36t37,1995,.0334904,.8834333,34197.66,57.753
nld,c25,1995,.0751671,1.026441,41576.05,15.459
kor,c70,2008,.0012555,.4428129,19016.53,48.949
pol,c27,1995,.0894984,1.801268,8544.098,38.581
nld,c70,1995,.0751671,.3335921,41576.05,15.459
ltu,c95,2005,.0334876,,7746.578,3.323
can,c60t63,1995,.1035155,.6396847,34929.9,29.263
nld,c71,1995,.0751671,1.224196,41576.05,15.459
nzl,c73t74,2000,.0812255,1.395,26658.4,3.863
pol,c95,2011,.0367748,,8544.098,38.063
est,c65t67,2011,.027875,.4301438,9422.442,1.33
idn,c28,1995,.2187577,.7984002,1369.773,194.755
mys,c31,2008,.114111,.9314409,5704.014,27.6
kor,c45,2008,.0012555,.1472041,19016.53,48.949
tun,c85,2008,.1231034,.2029573,3325.969,10.329
phl,c24,2011,.0461994,.4124758,1250.67,94.2
cze,c31,2005,.0227342,2.555177,13323.08,10.199
gbr,c26,2000,.0609867,.6738685,37949.07,58.886
kor,c27,2005,.0016689,1.193135,19016.53,48.138
mys,c303233,2011,.1122961,3.000974,5704.014,29.062
brn,c26,2005,.8877175,.0023755,25809.8,.359
svn,c73t74,2011,.0186886,.8198953,17829.68,2.05
chl,c55,2008,.1951965,.5004258,7822.408,16.687
sgp,c55,2011,.0009962,1.386767,29983.94,5.184
esp,c27,2005,.0337014,.8725668,25309.04,43.663
irl,c24,2011,.0083073,3.242122,44928.17,4.575
isr,c20,2008,.0413756,.0269946,21459.01,7.307
mys,c10t14,2011,.1122961,.9476094,5704.014,29.062
cyp,c21t22,2000,.0047378,.20427,23856.62,.698
kor,c90t93,2005,.0016689,.4221652,19016.53,48.138
mlt,c75,2008,.0180064,.4798248,15195.1,.408
ltu,c21t22,1995,.0900988,.6485533,7746.578,
ind,c25,2008,.047396,.7676238,805.5861,1162
mys,c75,2008,.114111,0,5704.014,27.6
hkg,c60t63,2005,.0010841,5.827295,27678.18,6.838
nor,c17t19,2011,.4548463,.0595234,64093.89,4.973
mys,c85,2008,.114111,1.222333,5704.014,27.6
grc,c23,1995,.0741848,1.992397,20901.11,10.672
mys,c24,2008,.114111,.7310461,5704.014,27.6
dnk,c55,2000,.0586817,.7470409,47018.16,5.33
chl,c36t37,1995,.1804728,.2257866,7822.408,14.395
twn,c25,2000,.0017287,1.655074,17220.59,22.277
isr,c55,2005,.0312679,.6290494,21459.01,6.927
mys,c28,2008,.114111,.6342306,5704.014,27.6
hrv,c27,1995,.0232333,.3583841,9801.971,4.453
mys,c95,2008,.114111,,5704.014,27.6
prt,c72,2005,.0218856,.3897682,18446.16,10.503
hun,c90t93,2000,.0244242,1.535236,10400.97,10.222
kor,c80,1995,.0082393,.0637703,19016.53,45.093
mys,c36t37,2008,.114111,.9097477,5704.014,27.6
svn,c35,2008,.0135647,.3195904,17829.68,2.01
mys,c17t19,2008,.114111,.3606649,5704.014,27.6
ltu,c27,2008,.0616285,.0731992,7746.578,3.198
jpn,c50t52,2000,.0013361,1.637524,35227.1,126.829
aut,c40t41,2011,.018631,2.338275,38213.98,8.421
vnm,c21t22,2011,.1603652,.3143613,737.6383,87.84
bel,c31,1995,.0175098,.6684653,36196.01,10.131
hkg,c24,2011,.0010248,.1436558,27678.18,7.112
tur,c70,2005,.0287136,2.042374,7122.406,68.435
nld,c31,2000,.0647119,.3797933,41576.05,15.926
ltu,c70,1995,.0900988,1.861827,7746.578,
rou,c65t67,2005,.0200471,.1701269,4940.996,21.609
cri,c64,2000,.114754,1.085614,4922.468,3.81
brn,c25,2005,.8877175,.0058521,25809.8,.359
rus,c25,1995,.1619174,1.198888,5489.474,148.3
col,c95,2008,.3883926,,3632.116,44.451
mys,c72,2005,.0701728,.9186779,5704.014,26.477
isl,c85,1995,.0398204,0,53989.79,.267
aut,c95,2008,.0160599,,38213.98,8.337
swe,c10t14,2008,.0156882,.089085,41830.47,9.256
pol,c70,2008,.031418,1.425165,8544.098,38.116
ind,c20,2005,.0520263,.1039954,805.5861,1114
lux,c25,2008,.0032888,.990291,76812.26,.489
mys,c60t63,2005,.0701728,.6005831,5704.014,26.477
ita,c23,2008,.0117088,.8466385,30794.79,58.653
tha,c55,1995,.0199856,1.854157,2766.188,59.46
mex,c70,1995,.1130966,.6519579,7796.025,94.495
kor,c72,2005,.0016689,.0228797,19016.53,48.138
nor,c10t14,2011,.4548463,4.534991,64093.89,4.973
aut,c80,2011,.018631,1.015737,38213.98,8.421
col,c26,2000,.3559336,1.561694,3632.116,40.296
est,c01t05,2011,.027875,.9537687,9422.442,1.33
hkg,c71,2011,.0010248,.8625417,27678.18,7.112
tun,c55,1995,.0621147,3.145363,3325.969,8.958
mys,c40t41,2005,.0701728,.0268321,5704.014,26.477
aut,c72,2005,.0099828,1.669633,38213.98,8.225
mlt,c01t05,2000,.0028398,.1378592,15195.1,.38
svk,c75,2005,.0200783,.2862931,12376.19,5.379
ind,c01t05,1995,.0673396,1.756919,805.5861,937
esp,c27,2008,.0331284,.8033351,25309.04,45.983
mlt,c01t05,2005,.0129305,.8365434,15195.1,.403
gbr,c55,2005,.0518481,.7102486,37949.07,60.235
cze,c24,1995,.0488948,.7031472,13323.08,10.333
phl,c31,2008,.0240966,1.936286,1250.67,90.5
chn,c95,2011,.0096865,,2104.711,1347.35
grc,c90t93,2011,.0426086,2.583632,20901.11,11.123
mys,c40t41,2000,.073461,.2047574,5704.014,23.495
mys,c24,2000,.073461,.5297324,5704.014,23.495
jpn,c45,1995,.0009482,.4401667,35227.1,125.456
isl,c15t16,2011,.0147566,5.591258,53989.79,.318
isr,c90t93,2011,.0351512,.2042584,21459.01,7.763
mys,c21t22,2000,.073461,.1650585,5704.014,23.495
bgr,c95,2011,.0839,,3944.294,7.327
che,c72,2005,.0014017,.070198,55462.7,7.415
deu,c72,2008,.0104834,1.171753,35470.16,82.002
jpn,c26,2005,.0012085,1.090062,35227.1,127.775
fin,c55,2011,.0207711,.6176239,37512.24,5.401
che,c50t52,1995,.0101697,.9170846,55462.7,7.019
mys,c36t37,2000,.073461,.7707568,5704.014,23.495
nld,c70,2000,.0647119,.4159254,41576.05,15.926
kor,c23,1995,.0082393,1.134505,19016.53,45.093
jpn,c75,2011,.001391,.0002825,35227.1,127.896
mys,c17t19,2000,.073461,.4033247,5704.014,23.495
usa,c27,2005,.029897,.3589964,42398,296.115
mys,c27,2000,.073461,.4433317,5704.014,23.495
tur,c29,2000,.0330147,.4518224,7122.406,64.269
jpn,c75,2008,.0015336,.0002449,35227.1,128.065
hrv,c28,2000,.0181558,.6923956,9801.971,4.381
zaf,c29,2005,.1330132,.8415036,5542.137,47.349
aus,c90t93,2011,.4674253,.6485546,33756.87,22.52
arg,c50t52,2005,.2134373,.9398897,6326.527,37.926
pol,c34,2008,.031418,1.980086,8544.098,38.116
lux,c29,2005,.0042436,.2176124,76812.26,.466
prt,c34,2008,.0289142,1.198553,18446.16,10.558
kor,c64,1995,.0082393,.8827608,19016.53,45.093
arg,c60t63,2005,.2134373,.6734714,6326.527,37.926
est,c303233,2000,.0385274,1.324982,9422.442,1.401
mys,c64,1995,.0896341,1.17751,5704.014,20.682
tun,c35,2000,.0761208,.0502813,3325.969,9.553
cyp,c15t16,2008,.0075681,.5684226,23856.62,.797
est,c95,2008,.0252421,,9422.442,1.338
isr,c26,2000,.025939,.1812248,21459.01,6.286
usa,c55,2011,.0480193,1.260151,42398,312.075
mys,c27,1995,.0896341,.4319734,5704.014,20.682
sgp,c31,2005,.0012533,.1189152,29983.94,4.266
chl,c21t22,2005,.2357413,1.612517,7822.408,16.165
rou,c45,2008,.029873,1.438025,4940.996,21.517
svk,c72,2005,.0200783,.4399908,12376.19,5.379
pol,c80,1995,.0894984,.3390774,8544.098,38.581
nor,c28,2005,.4441205,.3144885,64093.89,4.632
mys,c50t52,1995,.0896341,.9409862,5704.014,20.682
pol,c20,2000,.0351616,3.40223,8544.098,38.263
twn,c75,2005,.0033927,0,17220.59,22.77
fra,c31,2005,.0252702,1.177168,34197.66,60.963
idn,c35,2011,.3391528,.3498019,1369.773,241.03
chn,c21t22,2008,.011751,.4146552,2104.711,1328.02
mlt,c64,2011,.0037161,4.384151,15195.1,.415
khm,c60t63,2011,.0545781,1.913535,496.9252,14.605
esp,c73t74,2005,.0337014,1.371258,25309.04,43.663
isr,c28,1995,.0445307,.9048873,21459.01,5.542
mex,c15t16,1995,.1130966,.5109593,7796.025,94.495
bgr,c50t52,2000,.0721009,.5341602,3944.294,8.15
hun,c45,2008,.0306346,1.356281,10400.97,10.045
usa,c25,2005,.029897,.7796152,42398,296.115
idn,c73t74,2008,.2889087,.0759994,1369.773,231.006
mex,c73t74,2011,.1578972,.0391502,7796.025,115.685
ltu,c65t67,2011,.0626047,.1203134,7746.578,3.028
lux,c35,2008,.0032888,.010321,76812.26,.489
brn,c24,2005,.8877175,.0093935,25809.8,.359
pol,c45,2000,.0351616,3.344039,8544.098,38.263
jpn,c40t41,1995,.0009482,.2130348,35227.1,125.456
irl,c85,2011,.0083073,1.042165,44928.17,4.575
irl,c95,2000,.0101793,,44928.17,3.79
est,c17t19,2008,.0252421,1.447173,9422.442,1.338
mlt,c10t14,1995,.0034283,.013901,15195.1,.365
sgp,c24,2005,.0012533,2.54142,29983.94,4.266
lux,c40t41,2000,.0047677,.3763294,76812.26,.437
mlt,c65t67,2011,.0037161,4.036529,15195.1,.415
bra,c55,2011,.2758285,.3103505,5040.921,197.397
prt,c27,2000,.0149709,.5291537,18446.16,10.29
svk,c303233,2005,.0200783,.7141371,12376.19,5.379
idn,c73t74,2011,.3391528,.0697032,1369.773,241.03
ita,c27,2000,.0108324,.7988098,30794.79,56.924
bgr,c23,2005,.0510231,1.733338,3944.294,7.719
usa,c35,1995,.0436023,1.675278,42398,266.458
can,c72,2008,.2317932,.9138395,34929.9,33.199
gbr,c35,1995,.0541818,1.359978,37949.07,58.025
fin,c72,2011,.0207711,4.030095,37512.24,5.401
hrv,c10t14,2011,.0226176,.0825771,9801.971,4.281
svn,c35,2000,.0089087,.3063273,17829.68,1.988
bgr,c26,2000,.0721009,1.76744,3944.294,8.15
prt,c27,2008,.0289142,.5205697,18446.16,10.558
can,c23,1995,.1035155,.5397459,34929.9,29.263
nzl,c73t74,1995,.081232,1.506007,26658.4,3.683
tur,c21t22,1995,.0542871,.2016987,7122.406,57.453
irl,c64,2011,.0083073,1.451084,44928.17,4.575
cyp,c95,2008,.0075681,,23856.62,.797
cri,c75,2011,.1140038,1.346817,4922.468,4.592
hkg,c34,2011,.0010248,.0099916,27678.18,7.112
mlt,c20,2008,.0180064,.0390832,15195.1,.408
ltu,c21t22,2000,.0534933,.4868985,7746.578,3.405
aut,c28,2005,.0099828,1.793012,38213.98,8.225
nld,c36t37,2011,.0442879,.528896,41576.05,16.693
hkg,c17t19,1995,.0049018,1.924875,27678.18,6.27
ltu,c72,1995,.0900988,.9443574,7746.578,
chl,c303233,2005,.2357413,.0407149,7822.408,16.165
mlt,c45,2008,.0180064,1.480543,15195.1,.408
che,c75,2011,.0008957,2.507212,55462.7,7.87
aut,c64,2005,.0099828,1.490816,38213.98,8.225
nor,c55,2011,.4548463,.3832144,64093.89,4.973
grc,c01t05,2000,.0498241,2.3446,20901.11,10.904
lva,c21t22,1995,.0657463,.3286505,7167.697,2.501
mys,c95,2005,.0701728,,5704.014,26.477
mlt,c72,1995,.0034283,.3419726,15195.1,.365
mlt,c80,2005,.0129305,1.192923,15195.1,.403
mlt,c75,2005,.0129305,.5900258,15195.1,.403
che,c23,1995,.0101697,.0343964,55462.7,7.019
grc,c50t52,1995,.0741848,.96718,20901.11,10.672
tur,c303233,1995,.0542871,.1154312,7122.406,57.453
mlt,c72,2005,.0129305,.6469107,15195.1,.403
idn,c85,2011,.3391528,.3829768,1369.773,241.03
mlt,c95,2005,.0129305,,15195.1,.403
twn,c27,2005,.0033927,1.11752,17220.59,22.77
fra,c01t05,2005,.0252702,1.375184,34197.66,60.963
usa,c01t05,2000,.0250556,1.095985,42398,282.296
aut,c21t22,2000,.0094812,2.000951,38213.98,8.012
ind,c26,2008,.047396,.7495104,805.5861,1162
fin,c85,2005,.0080152,1.043626,37512.24,5.256
mlt,c90t93,2011,.0037161,13.88285,15195.1,.415
irl,c95,2011,.0083073,,44928.17,4.575
irl,c45,2008,.0066328,.2470254,44928.17,4.485
mlt,c85,2005,.0129305,.7156985,15195.1,.403
zaf,c21t22,2008,.2397315,.9890632,5542.137,49.344
aus,c45,2005,.3310407,.6830011,33756.87,20.312
tun,c21t22,1995,.0621147,.1836623,3325.969,8.958
bel,c27,2008,.013504,1.21364,36196.01,10.667
mlt,c25,2000,.0028398,1.124619,15195.1,.38
lva,c01t05,2005,.0455777,2.695523,7167.697,2.25
usa,c15t16,2000,.0250556,.8002887,42398,282.296
svk,c26,2008,.0217583,1.618456,12376.19,5.396
fin,c95,2011,.0207711,,37512.24,5.401
deu,c71,2005,.008285,1.287372,35470.16,82.438
lux,c36t37,2005,.0042436,.0856595,76812.26,.466
deu,c01t05,2008,.0104834,.3597083,35470.16,82.002
nld,c95,1995,.0751671,,41576.05,15.459
sau,c28,2000,.7592463,.1197175,14075.39,20.474
mlt,c71,2000,.0028398,1.145571,15195.1,.38
mlt,c50t52,2000,.0028398,.2604355,15195.1,.38
dnk,c24,2011,.0592833,.986295,47018.16,5.561
nzl,c17t19,2000,.0812255,.7606502,26658.4,3.863
bel,c60t63,2000,.0137547,1.267975,36196.01,10.239
fra,c10t14,2005,.0252702,.0516942,34197.66,60.963
gbr,c20,2008,.0564424,.1909774,37949.07,61.398
hkg,c55,2000,.0033496,1.923228,27678.18,6.712
deu,c15t16,2000,.0100231,.8433838,35470.16,82.26
aus,c01t05,1995,.2007802,2.149424,33756.87,18.12
hun,c29,2005,.0224171,.8846268,10400.97,10.098
grc,c85,2005,.0416306,1.24433,20901.11,11.074
can,c80,2008,.2317932,2.132114,34929.9,33.199
col,c34,2008,.3883926,.2076038,3632.116,44.451
nor,c23,2011,.4548463,.4591884,64093.89,4.973
mlt,c10t14,2000,.0028398,.0056247,15195.1,.38
usa,c35,2008,.042951,2.10168,42398,304.718
mys,c23,2005,.0701728,1.710454,5704.014,26.477
twn,c01t05,2011,.0046878,.2118738,17220.59,23.225
swe,c64,1995,.0115984,1.229566,41830.47,8.837
arg,c71,2000,.1910247,.5102119,6326.527,35.923
jpn,c73t74,2000,.0013361,.3854527,35227.1,126.829
rou,c28,2008,.029873,1.504178,4940.996,21.517
jpn,c29,2011,.001391,1.947142,35227.1,127.896
tha,c64,2008,.0457563,.4772723,2766.188,66.533
bra,c26,2011,.2758285,.751442,5040.921,197.397
hrv,c40t41,2011,.0226176,.730944,9801.971,4.281
fra,c75,2011,.0286624,1.858067,34197.66,63.07
mlt,c90t93,1995,.0034283,3.859026,15195.1,.365
mlt,c36t37,1995,.0034283,1.832168,15195.1,.365
sau,c55,2005,.7624034,.5075315,14075.39,23.33
mlt,c85,1995,.0034283,.3921796,15195.1,.365
mlt,c25,1995,.0034283,.7563606,15195.1,.365
chl,c24,2011,.2075923,.3338097,7822.408,17.256
tha,c17t19,2008,.0457563,1.033859,2766.188,66.533
idn,c15t16,2008,.2889087,2.97648,1369.773,231.006
can,c01t05,1995,.1035155,1.2854,34929.9,29.263
aus,c95,2000,.2314244,,33756.87,19.141
chn,c21t22,1995,.0436444,.2819696,2104.711,1211.21
svk,c72,2000,.0167601,.4050243,12376.19,5.377
est,c90t93,2011,.027875,1.991746,9422.442,1.33
bra,c71,2005,.132195,.6444961,5040.921,185.151
swe,c95,2011,.0235314,,41830.47,9.483
mlt,c45,1995,.0034283,.3223395,15195.1,.365
bgr,c31,2011,.0839,1.4264,3944.294,7.327
chn,c64,2000,.0295296,.5672471,2104.711,1267.43
nzl,c60t63,1995,.081232,1.651651,26658.4,3.683
jpn,c65t67,1995,.0009482,.4261255,35227.1,125.456
tun,c23,2000,.0761208,.1619983,3325.969,9.553
irl,c71,1995,.0187033,2.174835,44928.17,3.601
est,c24,2000,.0385274,.4216296,9422.442,1.401
svk,c34,2000,.0167601,2.023016,12376.19,5.377
bgr,c29,2000,.0721009,.7738812,3944.294,8.15
mex,c36t37,2011,.1578972,.8725663,7796.025,115.685
nor,c31,2000,.4247995,.2048456,64093.89,4.501
rou,c27,1995,.0307614,2.718519,4940.996,22.904
cze,c10t14,2005,.0227342,.110894,13323.08,10.199
deu,c303233,2011,.0127302,.6522571,35470.16,80.328
zaf,c75,2008,.2397315,0,5542.137,49.344
mex,c303233,2011,.1578972,1.60614,7796.025,115.685
bgr,c34,2008,.0834824,.1395936,3944.294,7.607
idn,c80,2008,.2889087,.6464636,1369.773,231.006
mex,c10t14,2011,.1578972,1.394978,7796.025,115.685
mex,c28,2011,.1578972,.8461602,7796.025,115.685
fra,c72,1995,.0334904,.2888853,34197.66,57.753
brn,c20,2005,.8877175,.0004888,25809.8,.359
mex,c24,2011,.1578972,.4768889,7796.025,115.685
esp,c71,1995,.0432121,.8557276,25309.04,39.388
zaf,c28,2008,.2397315,.7248971,5542.137,49.344
chn,c95,2000,.0295296,,2104.711,1267.43
rou,c55,2011,.0429234,.5401562,4940.996,21.384
arg,c31,2000,.1910247,.1796864,6326.527,35.923
cze,c80,2008,.0228934,.3754673,13323.08,10.343
hrv,c40t41,2005,.0217596,.9753522,9801.971,4.312
tur,c80,2008,.0303445,.2272242,7122.406,71.052
bel,c95,2000,.0137547,,36196.01,10.239
zaf,c25,2008,.2397315,.438392,5542.137,49.344
prt,c73t74,2005,.0218856,.5296138,18446.16,10.503
khm,c21t22,2000,.0291745,.0177932,496.9252,12.223
bra,c27,2008,.1896583,1.555861,5040.921,191.532
dnk,c303233,2008,.0590411,.2719878,47018.16,5.476
cyp,c71,1995,.0195795,2.458386,23856.62,.652
est,c65t67,2000,.0385274,.3630604,9422.442,1.401
aus,c70,2000,.2314244,1.853334,33756.87,19.141
nor,c45,2000,.4247995,.2152243,64093.89,4.501
chl,c35,1995,.1804728,.0793223,7822.408,14.395
cze,c24,2000,.0250218,.7510083,13323.08,10.278
nld,c80,2011,.0442879,3.106159,41576.05,16.693
isr,c64,2011,.0351512,.5298176,21459.01,7.763
isr,c303233,1995,.0445307,1.142016,21459.01,5.542
khm,c95,2000,.0291745,,496.9252,12.223
tha,c40t41,2011,.0556198,.3156805,2766.188,67.638
lva,c80,1995,.0657463,.7932707,7167.697,2.501
phl,c31,2000,.0226825,1.495424,1250.67,76.79
ita,c45,2011,.0117128,.2830563,30794.79,59.365
arg,c72,2005,.2134373,.6865489,6326.527,37.926
hkg,c34,2000,.0033496,.0245594,27678.18,6.712
tun,c23,2011,.1148425,.1062589,3325.969,10.674
nzl,c70,1995,.081232,1.755193,26658.4,3.683
mex,c73t74,2008,.156625,.0573432,7796.025,111.304
fin,c85,1995,.0122247,1.434169,37512.24,5.117
mex,c29,2008,.156625,.8949502,7796.025,111.304
svn,c64,2008,.0135647,1.647154,17829.68,2.01
est,c72,2011,.027875,1.523029,9422.442,1.33
svn,c71,2008,.0135647,.1081726,17829.68,2.01
prt,c21t22,2000,.0149709,1.599612,18446.16,10.29
rus,c75,2000,.2713214,0,5489.474,146.3
mex,c36t37,2005,.1313889,1.121747,7796.025,107.156
mex,c01t05,2005,.1313889,1.288783,7796.025,107.156
zaf,c34,2000,.1779943,.9650966,5542.137,43.686
rou,c15t16,2011,.0429234,.7745449,4940.996,21.384
phl,c55,1995,.0229963,.7672905,1250.67,68.41
cri,c50t52,2011,.1140038,.4916539,4922.468,4.592
chn,c60t63,2011,.0096865,.5497811,2104.711,1347.35
